| Nel | mez|zo | del | cam|min | di | no|stra | vi|ta |</V>
| e ’l | sol | mon|ta|va ’n | sù | con | quel|le | stel|le |</V>
| ch’ e|ran | con | lui | quan|do | l’ a|mor | di|vi|no |</T>
| mos|se | di | pri|ma | quel|le | co|se | bel|le |</V>
| sì | ch’ a | be|ne | spe|rar | m’ e|ra | ca|gio|ne |</V>
| di | quel|la | fie|ra a | la | ga|et|ta | pel|le |</T>
| l’ o|ra | del | tem|po e | la | dol|ce | sta|gio|ne |</V>
| ma | non | sì | che | pa|u|ra | non | mi | des|se |</V>
| la | vi|sta | che | m’ ap|par|ve | d’ un | le|o|ne |</T>
| Que|sti | pa|rea | che | con|tra | me | ve|nis|se |</V>
| con | la | te|st’ al|ta e | con | rab|bio|sa | fa|me |</V>
| sì | che | pa|rea | che | l’ ae|re | ne | tre|mes|se |</T>
| Ed | u|na | lu|pa | che | di | tut|te | bra|me |</V>
| sem|bia|va | car|ca | ne | la | sua | ma|grez|za |</V>
| e | mol|te | gen|ti | fé | già | vi|ver | gra|me |</T>
| que|sta | mi | por|se | tan|to | di | gra|vez|za |</V>
| con | la | pa|u|ra | ch’ u|scia | di | sua | vi|sta |</V>
| ch’ io | per|dei | la | spe|ran|za | de | l’ al|tez|za |</T>
| E | qual | è | quei | che | vo|lon|tie|ri ac|qui|sta |</V>
| e | giu|gne ’l | tem|po | che | per|der | lo | fa|ce |</V>
| che ’n | tut|ti | suoi | pen|sier | pian|ge e | s’ at|tri|sta |</T>
| tal | mi | fe|ce | la | be|stia | san|za | pa|ce |</V>
| che | ve|nen|do|mi ’n|con|tro a | po|co a | po|co |</V>
| mi | ri|pi|gne|va | là | do|ve ’l | sol | ta|ce |</T>
| Men|tre | ch’ i’ | ro|vi|na|va in | bas|so | lo|co |</V>
| di|nan|zi a | li oc|chi | mi | si | fu of|fer|to |</V>
| chi | per | lun|go | si|len|zio | pa|rea | fio|co |</T>
| Quan|do | vi|di | co|stui | nel | gran | di|ser|to |</V>
| Mi|se|re|re | di | me | gri|dai | a | lui |</V>
| qual | che | tu | sii | od | om|bra od | o|mo | cer|to |</T>
| Ri|spuo|se|mi | Non | o|mo o|mo | già | fui |</V>
| e | li | pa|ren|ti | miei | fu|ron | lom|bar|di |</V>
| man|to|a|ni | per | pa|trï|a am|be|dui |</T>
| Nac|qui | sub | Iu|lio an|cor | che | fos|se | tar|di |</V>
| e | vis|si a | Ro|ma | sot|to ’l | buo|no Au|gu|sto |</V>
| nel | tem|po | de | li | dèi | fal|si e | bu|giar|di |</T>
| Po|e|ta | fui | e | can|tai | di | quel | giu|sto |</V>
| fi|gliuol | d’ An|chi|se | che | ven|ne | di | Tro|ia |</V>
| poi | che ’l | su|per|bo I|lï|ón | fu | com|bu|sto |</T>
| Ma | tu | per|ché | ri|tor|ni a | tan|ta | no|ia |</V>
| per|ché | non | sa|li il | di|let|to|so | mon|te |</V>
| ch’ è | prin|ci|pio e | ca|gion | di | tut|ta | gio|ia |</T>
| Or | se’ | tu | quel | Vir|gi|lio e | quel|la | fon|te |</V>
| che | span|di | di | par|lar | sì | lar|go | fiu|me |</V>
| ri|spuo|s’ io | lui | con | ver|go|gno|sa | fron|te |</T>
| O | de | li al|tri | po|e|ti o|no|re e | lu|me |</V>
| va|glia|mi ’l | lun|go | stu|dio e ’l | gran|de a|mo|re |</V>
| che | m’ ha | fat|to | cer|car | lo | tuo | vo|lu|me |</T>
| Tu | se’ | lo | mio | ma|e|stro e ’l | mio | au|to|re |</V>
| tu | se’ | so|lo | co|lui | da | cu’ | io | tol|si |</V>
| lo | bel|lo | sti|lo | che | m’ ha | fat|to o|no|re |</T>
| Ve|di | la | be|stia | per | cu’ | io | mi | vol|si |</V>
| a|iu|ta|mi | da | lei | fa|mo|so | sag|gio |</V>
| ch’ el|la | mi | fa | tre|mar | le | ve|ne e i | pol|si |</T>
| A | te | con|vien | te|ne|re al|tro | vï|ag|gio |</V>
| ri|spuo|se | poi | che | la|gri|mar | mi | vi|de |</V>
| se | vuo’ | cam|par | d’ e|sto | lo|co | sel|vag|gio |</T>
| ché | que|sta | be|stia | per | la | qual | tu | gri|de |</V>
| non | la|scia al|trui | pas|sar | per | la | sua | via |</V>
| ma | tan|to | lo ’m|pe|di|sce | che | l’ uc|ci|de |</T>
| e | ha | na|tu|ra | sì | mal|va|gia e | ria |</V>
| che | mai | non | em|pie | la | bra|mo|sa | vo|glia |</V>
| e | do|po ’l | pa|sto ha | più | fa|me | che | pria |</T>
| Mol|ti | son | li a|ni|ma|li a | cui | s’ am|mo|glia |</V>
| e | più | sa|ran|no an|co|ra in|fin | che ’l | vel|tro |</V>
| ver|rà | che | la | fa|rà | mo|rir | con | do|glia |</T>
| Que|sti | non | ci|be|rà | ter|ra | né | pel|tro |</V>
| ma | sa|pï|en|za a|mo|re e | vir|tu|te |</V>
| e | sua | na|zion | sa|rà | tra | fel|tro e | fel|tro |</T>
| Di | quel|la u|mi|le I|ta|lia | fia | sa|lu|te |</V>
| per | cui | mo|rì | la | ver|gi|ne | Cam|mil|la |</V>
| Eu|ria|lo e | Tur|no e | Ni|so | di | fe|ru|te |</T>
| Que|sti | la | cac|ce|rà | per | o|gne | vil|la |</V>
| fin | che | l’ av|rà | ri|mes|sa | ne | lo ’n|fer|no |</V>
| là | on|de ’n|vi|dia | pri|ma | di|par|til|la |</T>
| On|d’ io | per | lo | tuo | me’ | pen|so e | di|scer|no |</V>
| che | tu | mi | se|gui e | io | sa|rò | tua | gui|da |</V>
| e | trar|rot|ti | di | qui | per | lo|co et|ter|no |</T>
| o|ve u|di|rai | le | di|spe|ra|te | stri|da |</V>
| ve|drai | li an|ti|chi | spi|ri|ti | do|len|ti |</V>
| ch’ a | la | se|con|da | mor|te | cia|scun | gri|da |</T>
| e | ve|de|rai | co|lor | che | son | con|ten|ti |</V>
| nel | fo|co | per|ché | spe|ran | di | ve|ni|re |</V>
| quan|do | che | sia | a | le | be|a|te | gen|ti |</T>
| A | le | quai | poi | se | tu | vor|rai | sa|li|re |</V>
| a|ni|ma | fia | a | ciò | più | di | me | de|gna |</V>
| con | lei | ti | la|sce|rò | nel | mio | par|ti|re |</T>
| ché | quel|lo im|pe|ra|dor | che | là | sù | re|gna |</V>
| per|ch’ i’ | fu’ | ri|bel|lan|te a | la | sua | leg|ge |</V>
| non | vuol | che ’n | sua | cit|tà | per | me | si | ve|gna |</T>
| In | tut|te | par|ti im|pe|ra e | qui|vi | reg|ge |</V>
| qui|vi è | la | sua | cit|tà | e | l’ al|to | seg|gio |</V>
| oh | fe|li|ce | co|lui | cu’ i|vi e|leg|ge |</T>
| E | io | a | lui | Po|e|ta io | ti | ri|cheg|gio |</V>
| per | quel|lo | Dio | che | tu | non | co|no|sce|sti |</V>
| ac|ciò | ch’ io | fug|ga | que|sto | ma|le e | peg|gio |</T>
| che | tu | mi | me|ni | là | do|v’ or | di|ce|sti |</V>
| sì | ch’ io | veg|gia | la | por|ta | di | san | Pie|tro |</V>
| e | co|lor | cui | tu | fai | co|tan|to | me|sti |</T>
| Al|lor | si | mos|se e | io | li | ten|ni | die|tro |</V>
| Lo | gior|no | se | n’ an|da|va e | l’ ae|re | bru|no |</V>
| to|glie|va | li a|ni|mai | che | so|no in | ter|ra |</T>
| da | le | fa|ti|che | lo|ro e | io | sol | u|no |</V>
| m’ ap|pa|rec|chia|va a | so|ste|ner | la | guer|ra |</V>
| sì | del | cam|mi|no e | sì | de | la | pie|ta|te |</T>
| che | ri|trar|rà | la | men|te | che | non | er|ra |</V>
| O | mu|se o | al|to in|ge|gno or | m’ a|iu|ta|te |</V>
| o | men|te | che | scri|ve|sti | ciò | ch’ io | vi|di |</T>
| qui | si | par|rà | la | tua | no|bi|li|ta|te |</V>
| Io | co|min|ciai | Po|e|ta | che | mi | gui|di |</V>
| guar|da | la | mia | vir|tù | s’ el|l’ è | pos|sen|te |</T>
| pri|ma | ch’ a | l’ al|to | pas|so | tu | mi | fi|di |</V>
| Tu | di|ci | che | di | Sil|vï|o il | pa|ren|te |</V>
| cor|rut|ti|bi|le an|co|ra ad | im|mor|ta|le |</T>
| se|co|lo an|dò | e | fu | sen|si|bil|men|te |</V>
| Pe|rò | se | l’ av|ver|sa|rio | d’ o|gne | ma|le |</V>
| cor|te|se i | fu | pen|san|do | l’ al|to ef|fet|to |</T>
| ch’ u|scir | do|vea | di | lui | e ’l | chi | e ’l | qua|le |</V>
| non | pa|re in|de|gno ad | o|mo | d’ in|tel|let|to |</V>
| ch’ e’ | fu | de | l’ al|ma | Ro|ma e | di | suo | im|pe|ro |</T>
| ne | l’ em|pi|rë|o | ciel | per | pa|dre e|let|to |</V>
| la | qua|le e ’l | qua|le a | vo|ler | dir | lo | ve|ro |</V>
| fu | sta|bi|li|ta | per | lo | lo|co | san|to |</T>
| u’ | sie|de il | suc|ces|sor | del | mag|gior | Pie|ro |</V>
| Per | que|st’ an|da|ta on|de | li | dai | tu | van|to |</V>
| in|te|se | co|se | che | fu|ron | ca|gio|ne |</T>
| di | sua | vit|to|ria e | del | pa|pa|le am|man|to |</V>
| An|dov|vi | poi | lo | Vas | d’ e|le|zï|o|ne |</V>
| per | re|car|ne | con|for|to a | quel|la | fe|de |</T>
| ch’ è | prin|ci|pio a | la | via | di | sal|va|zio|ne |</V>
| Ma | io | per|ché | ve|nir|vi o | chi ’l | con|ce|de |</V>
| Io | non | E|në|a | io | non | Pau|lo | so|no |</T>
| me | de|gno a | ciò | né | io | né | al|tri ’l | cre|de |</V>
| Per | che | se | del | ve|ni|re | io | m’ ab|ban|do|no |</V>
| te|mo | che | la | ve|nu|ta | non | sia | fol|le |</T>
| Se’ | sa|vio in|ten|di | me’ | ch’ i’ | non | ra|gio|no |</V>
| E | qual | è | quei | che | di|svuol | ciò | che | vol|le |</V>
| e | per | no|vi | pen|sier | can|gia | pro|po|sta |</T>
| sì | che | dal | co|min|ciar | tut|to | si | tol|le |</V>
| tal | mi | fe|c’ ï|o ’n | quel|la o|scu|ra | co|sta |</V>
| per|ché | pen|san|do | con|su|mai | la ’m|pre|sa |</T>
| che | fu | nel | co|min|ciar | co|tan|to | to|sta |</V>
| S’ i’ | ho | ben | la | pa|ro|la | tua | in|te|sa |</V>
| ri|spuo|se | del | ma|gna|ni|mo | quel|l’ om|bra |</T>
| l’ a|ni|ma | tua | è | da | vil|ta|de of|fe|sa |</V>
| la | qual | mol|te | fï|a|te | l’ o|mo in|gom|bra |</V>
| sì | che | d’ on|ra|ta im|pre|sa | lo | ri|vol|ve |</T>
| co|me | fal|so | ve|der | be|stia | quan|d’ om|bra |</V>
| Da | que|sta | te|ma ac|ciò | che | tu | ti | sol|ve |</V>
| di|rot|ti | per|ch’ io | ven|ni e | quel | ch’ io ’n|te|si |</T>
| nel | pri|mo | pun|to | che | di | te | mi | dol|ve |</V>
| Io | e|ra | tra | co|lor | che | son | so|spe|si |</V>
| e | don|na | mi | chia|mò | be|a|ta e | bel|la |</T>
| tal | che | di | co|man|da|re | io | la | ri|chie|si |</V>
| Lu|ce|van | li oc|chi | suoi | più | che | la | stel|la |</V>
| e | co|min|ciom|mi a | dir | so|a|ve e | pia|na |</T>
| con | an|ge|li|ca | vo|ce in | sua | fa|vel|la |</V>
| O | a|ni|ma | cor|te|se | man|to|a|na |</V>
| di | cui | la | fa|ma an|cor | nel | mon|do | du|ra |</T>
| e | du|re|rà | quan|to ’l | mon|do | lon|ta|na |</V>
| l’ a|mi|co | mio e | non | de | la | ven|tu|ra |</V>
| ne | la | di|ser|ta | piag|gia è | im|pe|di|to |</T>
| sì | nel | cam|min | che | vòl|t’ è | per | pa|u|ra |</V>
| e | te|mo | che | non | sia | già | sì | smar|ri|to |</V>
| ch’ io | mi | sia | tar|di al | soc|cor|so | le|va|ta |</T>
| per | quel | ch’ i’ | ho | di | lui | nel | cie|lo u|di|to |</V>
| Or | mo|vi e | con | la | tua | pa|ro|la or|na|ta |</V>
| e | con | ciò | c’ ha | me|stie|ri al | suo | cam|pa|re |</T>
| l’ a|iu|ta | sì | ch’ i’ | ne | sia | con|so|la|ta |</V>
| I’ | son | Bea|tri|ce | che | ti | fac|cio an|da|re |</V>
| ve|gno | del | lo|co o|ve | tor|nar | di|sio |</T>
| a|mor | mi | mos|se | che | mi | fa | par|la|re |</V>
| Quan|do | sa|rò | di|nan|zi al | se|gnor | mio |</V>
| di | te | mi | lo|de|rò | so|ven|te a | lui |</T>
| Ta|cet|te al|lo|ra e | poi | co|min|cia’ | io |</V>
| O | don|na | di | vir|tù | so|la | per | cui |</V>
| l’ u|ma|na | spe|zie ec|ce|de o|gne | con|ten|to |</T>
| di | quel | ciel | c’ ha | mi|nor | li | cer|chi | sui |</V>
| tan|to | m’ ag|gra|da il | tuo | co|man|da|men|to |</V>
| che | l’ u|bi|dir | se | già | fos|se | m’ è | tar|di |</T>
| più | non | t’ è | uo’ | ch’ a|prir|mi il | tuo | ta|len|to |</V>
| Ma | dim|mi | la | ca|gion | che | non | ti | guar|di |</V>
| de | lo | scen|der | qua | giu|so in | que|sto | cen|tro |</T>
| de | l’ am|pio | lo|co o|ve | tor|nar | tu | ar|di |</V>
| Da | che | tu | vuo’ | sa|ver | co|tan|to a | den|tro |</V>
| di|rot|ti | brie|ve|men|te | mi | ri|spuo|se |</T>
| per|ch’ i’ | non | te|mo | di | ve|nir | qua | en|tro |</V>
| Te|mer | si | dee | di | so|le | quel|le | co|se |</V>
| c’ han|no | po|ten|za | di | fa|re al|trui | ma|le |</T>
| de | l’ al|tre | no | ché | non | son | pau|ro|se |</V>
| I’ | son | fat|ta | da | Dio | sua | mer|cé | ta|le |</V>
| che | la | vo|stra | mi|se|ria | non | mi | tan|ge |</T>
| né | fiam|ma | d’ e|sto ’n|cen|dio | non | m’ as|sa|le |</V>
| Don|na è | gen|til | nel | ciel | che | si | com|pian|ge |</V>
| di | que|sto ’m|pe|di|men|to o|v’ io | ti | man|do |</T>
| sì | che | du|ro | giu|di|cio | là | sù | fran|ge |</V>
| Que|sta | chie|se | Lu|cia in | suo | di|man|do |</V>
| e | dis|se Or | ha | bi|so|gno il | tuo | fe|de|le |</T>
| di | te e | io | a | te | lo | rac|co|man|do |</V>
| Lu|cia | ni|mi|ca | di | cia|scun | cru|de|le |</V>
| si | mos|se e | ven|ne al | lo|co | do|v’ i’ | e|ra |</T>
| che | mi | se|dea | con | l’ an|ti|ca | Ra|che|le |</V>
| Dis|se | Bea|tri|ce | lo|da | di | Dio | ve|ra |</V>
| ché | non | soc|cor|ri | quei | che | t’ a|mò | tan|to |</T>
| ch’ u|scì | per | te | de | la | vol|ga|re | schie|ra |</V>
| Non | o|di | tu | la | pie|ta | del | suo | pian|to |</V>
| non | ve|di | tu | la | mor|te | che ’l | com|bat|te |</T>
| su | la | fiu|ma|na o|ve ’l | mar | non | ha | van|to |</V>
| Al | mon|do | non | fur | mai | per|so|ne | rat|te |</V>
| a | far | lor | pro | o | a | fug|gir | lor | dan|no |</T>
| com’ | io | do|po | co|tai | pa|ro|le | fat|te |</V>
| ven|ni | qua | giù | del | mio | be|a|to | scan|no |</V>
| fi|dan|do|mi | del | tuo | par|la|re o|ne|sto |</T>
| ch’ o|no|ra | te | e | quei | ch’ u|di|to | l’ han|no |</V>
| Po|scia | che | m’ eb|be | ra|gio|na|to | que|sto |</V>
| li oc|chi | lu|cen|ti | la|gri|man|do | vol|se |</T>
| per | che | mi | fe|ce | del | ve|nir | più | pre|sto |</V>
| E | ven|ni a | te | co|sì | com’ | el|la | vol|se |</V>
| d’ i|nan|zi a | quel|la | fie|ra | ti | le|vai |</T>
| che | del | bel | mon|te il | cor|to an|dar | ti | tol|se |</V>
| Dun|que | che | è | per|ché | per|ché | re|stai |</V>
| per|ché | tan|ta | vil|tà | nel | co|re al|let|te |</T>
| per|ché | ar|di|re e | fran|chez|za | non | hai |</V>
| po|scia | che | tai | tre | don|ne | be|ne|det|te |</V>
| cu|ran | di | te | ne | la | cor|te | del | cie|lo |</T>
| e ’l | mio | par|lar | tan|to | ben | ti | pro|met|te |</V>
| Qua|li | fio|ret|ti | dal | not|tur|no | ge|lo |</V>
| chi|na|ti e | chiu|si | poi | che ’l | sol | li ’m|bian|ca |</T>
| si | driz|zan | tut|ti a|per|ti in | lo|ro | ste|lo |</V>
| tal | mi | fe|c’ io | di | mia | vir|tu|de | stan|ca |</V>
| e | tan|to | buo|no ar|di|re al | cor | mi | cor|se |</T>
| ch’ i’ | co|min|ciai | co|me | per|so|na | fran|ca |</V>
| Oh | pie|to|sa | co|lei | che | mi | soc|cor|se |</V>
| e | te | cor|te|se | ch’ u|bi|di|sti | to|sto |</T>
| a | le | ve|re | pa|ro|le | che | ti | por|se |</V>
| Tu | m’ hai | con | di|si|de|rio il | cor | di|spo|sto |</V>
| sì | al | ve|nir | con | le | pa|ro|le | tue |</T>
| ch’ i’ | son | tor|na|to | nel | pri|mo | pro|po|sto |</V>
| Or | va | ch’ un | sol | vo|le|re è | d’ am|be|due |</V>
| tu | du|ca | tu | se|gno|re e | tu | ma|e|stro |</T>
| Co|sì | li | dis|si e | poi | che | mos|so | fue |</V>
| in|trai | per | lo | cam|mi|no al|to e | sil|ve|stro |</V>
| Per | me | si | va | ne | la | cit|tà | do|len|te |</T>
| per | me | si | va | ne | l’ et|ter|no | do|lo|re |</V>
| per | me | si | va | tra | la | per|du|ta | gen|te |</V>
| Giu|sti|zia | mos|se il | mio | al|to | fat|to|re |</T>
| fe|ce|mi | la | di|vi|na | po|de|sta|te |</V>
| la | som|ma | sa|pï|en|za e ’l | pri|mo a|mo|re |</V>
| Di|nan|zi a | me | non | fuor | co|se | cre|a|te |</T>
| se | non | et|ter|ne e | io | et|ter|no | du|ro |</V>
| La|scia|te o|gne | spe|ran|za | voi | ch’ in|tra|te |</V>
| Que|ste | pa|ro|le | di | co|lo|re o|scu|ro |</T>
| vi|d’ ï|o | scrit|te al | som|mo | d’ u|na | por|ta |</V>
| per | ch’ io | Ma|e|stro il | sen|so | lor | m’ è | du|ro |</V>
| Ed | el|li a | me | co|me | per|so|na ac|cor|ta |</T>
| Qui | si | con|vien | la|scia|re o|gne | so|spet|to |</V>
| o|gne | vil|tà | con|vien | che | qui | sia | mor|ta |</V>
| Noi | siam | ve|nu|ti al | lo|co o|v’ i’ | t’ ho | det|to |</T>
| che | tu | ve|drai | le | gen|ti | do|lo|ro|se |</V>
| c’ han|no | per|du|to il | ben | de | l’ in|tel|let|to |</V>
| E | poi | che | la | sua | ma|no a | la | mia | puo|se |</T>
| con | lie|to | vol|to on|d’ io | mi | con|for|tai |</V>
| mi | mi|se | den|tro a | le | se|gre|te | co|se |</V>
| Qui|vi | so|spi|ri | pian|ti e | al|ti | guai |</T>
| ri|so|na|van | per | l’ ae|re | san|za | stel|le |</V>
| per | ch’ io | al | co|min|ciar | ne | la|gri|mai |</V>
| Di|ver|se | lin|gue or|ri|bi|li | fa|vel|le |</T>
| pa|ro|le | di | do|lo|re ac|cen|ti | d’ i|ra |</V>
| vo|ci al|te e | fio|che e | suon | di | man | con | el|le |</V>
| fa|ce|va|no un | tu|mul|to il | qual | s’ ag|gi|ra |</T>
| sem|pre in | quel|l’ au|ra | san|za | tem|po | tin|ta |</V>
| co|me | la | re|na | quan|do | tur|bo | spi|ra |</V>
| E | io | ch’ a|vea | d’ er|ror | la | te|sta | cin|ta |</T>
| dis|si | Ma|e|stro | che | è | quel | ch’ i’ | o|do |</V>
| e | che | gen|t’ è | che | par | nel | duol | sì | vin|ta |</V>
| Ed | el|li a | me | Que|sto | mi|se|ro | mo|do |</T>
| te|gnon | l’ a|ni|me | tri|ste | di | co|lo|ro |</V>
| che | vis|ser | san|za ’n|fa|mia e | san|za | lo|do |</V>
| Mi|schia|te | so|no a | quel | cat|ti|vo | co|ro |</T>
| de | li an|ge|li | che | non | fu|ron | ri|bel|li |</V>
| né | fur | fe|de|li a | Dio | ma | per | sé | fuo|ro |</V>
| Cac|cian|li i | ciel | per | non | es|ser | men | bel|li |</T>
| né | lo | pro|fon|do in|fer|no | li | ri|ce|ve |</V>
| ch’ al|cu|na | glo|ria i | rei | av|reb|ber | d’ el|li |</V>
| E | io | Ma|e|stro | che | è | tan|to | gre|ve |</T>
| a | lor | che | la|men|tar | li | fa | sì | for|te |</V>
| Ri|spuo|se | Di|ce|rol|ti | mol|to | bre|ve |</V>
| Que|sti | non | han|no | spe|ran|za | di | mor|te |</T>
| e | la | lor | cie|ca | vi|ta è | tan|to | bas|sa |</V>
| che ’n|vi|dï|o|si | son | d’ o|gne al|tra | sor|te |</V>
| Fa|ma | di | lo|ro il | mon|do es|ser | non | las|sa |</T>
| mi|se|ri|cor|dia e | giu|sti|zia | li | sde|gna |</V>
| non | ra|gio|niam | di | lor | ma | guar|da e | pas|sa |</V>
| E | io | che | ri|guar|dai | vi|di u|na ’n|se|gna |</T>
| che | gi|ran|do | cor|re|va | tan|to | rat|ta |</V>
| che | d’ o|gne | po|sa | mi | pa|rea | in|de|gna |</V>
| e | die|tro | le | ve|nìa | sì | lun|ga | trat|ta |</T>
| di | gen|te | ch’ i’ | non | a|ve|rei | cre|du|to |</V>
| che | mor|te | tan|ta | n’ a|ves|se | di|sfat|ta |</V>
| Po|scia | ch’ io | v’ eb|bi al|cun | ri|co|no|sciu|to |</T>
| vi|di e | co|nob|bi | l’ om|bra | di | co|lui |</V>
| che | fe|ce | per | vil|ta|de il | gran | ri|fiu|to |</V>
| In|con|ta|nen|te in|te|si e | cer|to | fui |</T>
| che | que|sta e|ra | la | set|ta | d’ i | cat|ti|vi |</V>
| a | Dio | spia|cen|ti e | a’ | ne|mi|ci | sui |</V>
| Que|sti | sciau|ra|ti | che | mai | non | fur | vi|vi |</T>
| e|ra|no i|gnu|di e | sti|mo|la|ti | mol|to |</V>
| da | mo|sco|ni e | da | ve|spe | ch’ e|ran | i|vi |</V>
| El|le | ri|ga|van | lor | di | san|gue il | vol|to |</T>
| che | mi|schia|to | di | la|gri|me a’ | lor | pie|di |</V>
| da | fa|sti|dio|si | ver|mi e|ra | ri|col|to |</V>
| E | poi | ch’ a | ri|guar|dar | ol|tre | mi | die|di |</T>
| vi|di | gen|ti a | la | ri|va | d’ un | gran | fiu|me |</V>
| per | ch’ io | dis|si | Ma|e|stro or | mi | con|ce|di |</V>
| ch’ i’ | sap|pia | qua|li | so|no e | qual | co|stu|me |</T>
| le | fa | di | tra|pas|sar | pa|rer | sì | pron|te |</V>
| com’ | i’ | di|scer|no | per | lo | fio|co | lu|me |</V>
| Ed | el|li a | me | Le | co|se | ti | fier | con|te |</T>
| quan|do | noi | fer|me|rem | li | no|stri | pas|si |</V>
| su | la | tri|sta | ri|vie|ra | d’ A|che|ron|te |</V>
| Al|lor | con | li oc|chi | ver|go|gno|si e | bas|si |</T>
| te|men|do | no ’l | mio | dir | li | fos|se | gra|ve |</V>
| in|fi|no al | fiu|me | del | par|lar | mi | tras|si |</V>
| Ed | ec|co | ver|so | noi | ve|nir | per | na|ve |</T>
| un | vec|chio | bian|co | per | an|ti|co | pe|lo |</V>
| gri|dan|do | Guai | a | voi | a|ni|me | pra|ve |</V>
| Non | i|spe|ra|te | mai | ve|der | lo | cie|lo |</T>
| i’ | ve|gno | per | me|nar|vi a | l’ al|tra | ri|va |</V>
| ne | le | te|ne|bre et|ter|ne in | cal|do e ’n | ge|lo |</V>
| E | tu | che | se’ | co|stì | a|ni|ma | vi|va |</T>
| pàr|ti|ti | da | co|te|sti | che | son | mor|ti |</V>
| Ma | poi | che | vi|de | ch’ io | non | mi | par|ti|va |</V>
| dis|se | Per | al|tra | via | per | al|tri | por|ti |</T>
| ver|rai | a | piag|gia | non | qui | per | pas|sa|re |</V>
| più | lie|ve | le|gno | con|vien | che | ti | por|ti |</V>
| E ’l | du|ca | lui | Ca|ron | non | ti | cruc|cia|re |</T>
| vuol|si | co|sì | co|là | do|ve | si | puo|te |</V>
| ciò | che | si | vuo|le e | più | non | di|man|da|re |</V>
| Quin|ci | fuor | que|te | le | la|no|se | go|te |</T>
| al | noc|chier | de | la | li|vi|da | pa|lu|de |</V>
| che ’n|tor|no a | li oc|chi a|vea | di | fiam|me | ro|te |</V>
| Ma | quel|l’ a|ni|me | ch’ e|ran | las|se e | nu|de |</T>
| can|giar | co|lo|re e | di|bat|te|ro i | den|ti |</V>
| rat|to | che ’n|te|ser | le | pa|ro|le | cru|de |</V>
| Be|stem|mia|va|no | Dio | e | lor | pa|ren|ti |</T>
| l’ u|ma|na | spe|zie e ’l | lo|co e ’l | tem|po e ’l | se|me |</V>
| di | lor | se|men|za e | di | lor | na|sci|men|ti |</V>
| Poi | si | ri|tras|ser | tut|te | quan|te in|sie|me |</T>
| for|te | pian|gen|do a | la | ri|va | mal|va|gia |</V>
| ch’ at|ten|de | cia|scun | uom | che | Dio | non | te|me |</V>
| Ca|ron | di|mo|nio | con | oc|chi | di | bra|gia |</T>
| lo|ro ac|cen|nan|do | tut|te | le | rac|co|glie |</V>
| bat|te | col | re|mo | qua|lun|que | s’ a|da|gia |</V>
| Co|me | d’ au|tun|no | si | le|van | le | fo|glie |</T>
